event_id,event_type,sub_event_type,venue_city,venue_capacity,event_date,season,ticket_price,avg_past_attendance,weather,death_count,actual_attend
26711,Political,Rally,Mumbai,33277,2022-07-05,Summer,3891.0,10224.0,Sunny,4,6483.0
758,Sports,Movie,Mumbai,34979,2024-12-06,Winter,2416.0,31923.0,Cloudy,0,30651.0
7807,Sports,Football,,35546,2022-08-24,Winter,2080.0,26442.0,Sunny,0,27997.0
14798,Prerelease,WebSeries,Hyderabad,39150,2024-03-10,Winter,2608.0,14981.0,Sunny,3,13723.0
42113,Concert,Rock,Vijayawada,23882,2022-07-15,Autumn,4328.0,7693.0,Sunny,4,5465.0
10106,Sports,Tennis,Delhi,40895,2024-04-20,Rainy,2113.0,34538.0,Rainy,0,38498.0
15656,Prerelease,Movie,,33361,2024-07-10,Winter,2187.0,31635.0,Stormy,2,33361.0
9623,Sports,Badminton,Vijayawada,23591,2023-09-21,Summer,2205.0,21511.0,Sunny,1,20014.0
18994,Prerelease,Movie,Bengaluru,33351,2024-10-03,Summer,2411.0,27080.0,Sunny,1,26592.0
45533,Fashion Show,Debate,Bengaluru,46894,2023-01-18,Rainy,4031.0,,Cloudy,0,34414.0
6339,Sports,Football,Delhi,62061,2022-09-03,Rainy,2286.0,48814.0,Sunny,2,47765.0
45917,Fashion Show,Women,Hyderabad,39576,2022-08-16,Winter,3235.0,30223.0,Cloudy,0,23090.0
6906,Sports,Badminton,Chennai,44633,2022-05-03,Winter,1644.0,41597.0,Sunny,5,44633.0
45226,Fashion Show,Men,Chennai,49058,2023-06-07,Rainy,1953.0,30177.0,Rainy,1,31367.0
11072,Sports,Basketball,Delhi,40073,2024-06-20,Rainy,3892.0,29690.0,Sunny,3,29375.0
32012,Traditional Events,Vinayaka Chavithi,Mumbai,22218,2023-12-25,Winter,3166.0,6910.0,Sunny,1,6949.0
42034,Concert,Classical,Delhi,23246,2024-03-08,Autumn,2749.0,21370.0,Cloudy,0,14831.0
10250,Sports,Basketball,Bengaluru,26641,2024-01-27,Winter,1467.0,13120.0,Rainy,4,11060.0
42300,Concert,Movie,Bengaluru,30912,2024-05-13,Winter,4302.0,19438.0,Rainy,0,19501.0
24154,Political,Debate,Chennai,39430,2022-06-21,Winter,3508.0,13609.0,Rainy,0,14794.0
28402,Political,Debate,Bengaluru,44706,2022-12-23,Rainy,1829.0,25390.0,Rainy,3,21646.0
44547,Concert,Cricket,Delhi,37842,2022-05-15,Winter,1608.0,14702.0,Cloudy,1,10934.0
15940,Prerelease,Movie,,31249,2023-05-11,Winter,2726.0,18362.0,Sunny,1,16851.0
27840,Political,Rally,Chennai,57333,2023-11-01,Winter,1084.0,41785.0,Cloudy,0,45441.0
27331,Political,Rally,Delhi,38687,2022-12-15,Summer,3976.0,32016.0,Rainy,3,24927.0
12671,Prerelease,WebSeries,Delhi,45857,2023-12-04,Summer,1283.0,37693.0,Stormy,2,41186.0
3573,Sports,Badminton,Delhi,36367,2023-04-03,Rainy,3414.0,28901.0,Cloudy,0,24076.0
41391,Concert,Classical,Hyderabad,56755,2023-07-15,Rainy,1306.0,27577.0,Sunny,0,31029.0
48400,Fashion Show,Men,Bengaluru,32863,2024-09-12,Autumn,1118.0,11414.0,Cloudy,4,12473.0
40593,Concert,Classical,Bengaluru,54598,2022-08-29,Summer,2709.0,43456.0,Rainy,2,39526.0
36899,Traditional Events,Vinayaka Chavithi,Delhi,19325,2022-04-16,Winter,1670.0,10523.0,Cloudy,1,8644.0
39176,Concert,Rock,Mumbai,26613,2022-05-07,Winter,4077.0,16206.0,Rainy,2,14025.0
33930,Traditional Events,Vinayaka Chavithi,Delhi,19422,2022-03-19,Winter,2071.0,17482.0,Sunny,5,16076.0
13571,Prerelease,WebSeries,Hyderabad,25447,2024-06-08,Summer,2617.0,23008.0,Sunny,0,24867.0
37326,Traditional Events,Dussehra,Hyderabad,25979,2023-08-09,Winter,2628.0,22594.0,Windy,1,23803.0
10621,Sports,Tennis,Bengaluru,38674,2023-05-27,Autumn,2022.0,27275.0,Cloudy,2,28577.0
29057,Political,Rally,Delhi,26418,2024-01-22,Summer,1386.0,19002.0,Windy,1,18078.0
27342,Political,Debate,Delhi,50877,2022-05-25,Winter,908.0,15925.0,Sunny,3,12740.0
4488,Sports,Tennis,Hyderabad,51598,2022-01-08,Summer,2155.0,34232.0,Sunny,1,29709.0
9263,Sports,Basketball,Bengaluru,41046,2022-10-31,Rainy,3027.0,30979.0,Cloudy,2,22869.0
48630,Fashion Show,Women,Mumbai,50859,2022-05-23,Winter,657.0,41122.0,Cloudy,2,44209.0
35743,Traditional Events,Vinayaka Chavithi,Chennai,58639,2022-10-14,Winter,2211.0,29951.0,Sunny,1,21754.0
13447,Prerelease,Movie,Delhi,6452,2024-10-07,Winter,1409.0,5639.0,Cloudy,0,4928.0
21465,Prerelease,Classical,Hyderabad,65182,2023-08-01,Winter,2505.0,41870.0,Cloudy,0,36767.0
28503,Political,Rally,Hyderabad,43084,2023-03-31,Winter,2348.0,30083.0,Sunny,2,27370.0
42235,Concert,Rock,Bengaluru,8938,2022-04-09,Summer,2803.0,4675.0,Stormy,0,4298.0
32479,Traditional Events,Dussehra,Hyderabad,36664,2023-08-04,Winter,4734.0,29549.0,Rainy,1,24293.0
30560,Political,Rally,,31559,2023-07-27,Winter,811.0,25468.0,Cloudy,2,26275.0
712,Sports,Cricket,Vijayawada,14295,2022-05-20,Summer,3224.0,9207.0,Sunny,4,7987.0
30512,Political,Debate,Hyderabad,26572,2022-12-11,Summer,1635.0,,Sunny,4,16367.0
17109,Prerelease,Rally,Chennai,24945,2024-09-22,Summer,2876.0,11577.0,Sunny,3,11685.0
38123,Traditional Events,Vinayaka Chavithi,Bengaluru,25312,2022-08-30,Autumn,1352.0,22106.0,Sunny,0,23633.0
30707,Political,Debate,Vijayawada,65750,2023-10-23,Winter,4697.0,19800.0,Stormy,1,15837.0
1866,Sports,Badminton,Hyderabad,50770,2024-04-03,Summer,3210.0,21795.0,Cloudy,3,18202.0
9311,Sports,Badminton,Mumbai,25400,2024-11-08,Winter,2399.0,12170.0,Sunny,1,12463.0
11775,Sports,Rock,Vijayawada,32988,2024-05-29,Winter,1319.0,,Sunny,1,
6734,Sports,Football,Hyderabad,24751,2024-02-27,Winter,3130.0,11137.0,Sunny,1,11274.0
19819,Prerelease,WebSeries,Bengaluru,42287,2024-12-23,Winter,2432.0,15682.0,Windy,0,12200.0
47122,Fashion Show,Women,Bengaluru,54409,2022-01-09,Autumn,2701.0,42338.0,Sunny,1,37792.0
20961,Prerelease,Movie,Mumbai,30736,2024-01-23,Autumn,1364.0,28371.0,Cloudy,1,22911.0
4463,Sports,Badminton,Hyderabad,18334,2023-11-13,Rainy,,9143.0,Sunny,2,
44538,Concert,Classical,Hyderabad,52696,2024-05-05,Autumn,2734.0,17777.0,Cloudy,0,14419.0
38532,Traditional Events,Dussehra,Bengaluru,47190,2022-03-12,Rainy,2019.0,29842.0,Cloudy,2,25058.0
922,Sports,Football,,24627,2024-04-14,Summer,1484.0,13299.0,Cloudy,0,11053.0
47991,Fashion Show,Women,Hyderabad,62862,2022-06-26,Autumn,3221.0,53549.0,Cloudy,4,43926.0
4329,Sports,Cricket,Delhi,53398,2024-10-15,Autumn,1100.0,42909.0,Sunny,1,32264.0
35261,Traditional Events,Dussehra,Hyderabad,42842,2023-09-08,Summer,4076.0,30956.0,Cloudy,2,33352.0
5060,Sports,Cricket,Hyderabad,7755,2022-10-27,Summer,1303.0,6011.0,Rainy,0,4892.0
49520,Fashion Show,Women,Bengaluru,39904,2023-08-25,Rainy,1338.0,15631.0,Sunny,2,16594.0
7074,Sports,Cricket,Hyderabad,9929,2022-05-24,Rainy,3069.0,7961.0,Sunny,10,6193.0
44964,Concert,Rock,Chennai,32961,2024-12-08,Winter,2413.0,25202.0,Sunny,0,27433.0
34721,Traditional Events,Dussehra,Bengaluru,43630,2023-06-09,Winter,2863.0,28588.0,Sunny,2,21455.0
42627,Concert,Rock,Hyderabad,28800,2024-03-21,Winter,1543.0,15191.0,Rainy,1,16141.0
48378,Fashion Show,Women,Delhi,25242,2022-10-18,Rainy,,9039.0,Rainy,3,9061.0
581,Sports,Cricket,Vijayawada,9693,2022-06-19,Summer,3238.0,6699.0,Rainy,2,6187.0
9925,Sports,Basketball,Hyderabad,26254,2023-02-28,Rainy,3690.0,18504.0,Sunny,5,14082.0
11355,Sports,Football,Hyderabad,38873,2024-11-23,Winter,1019.0,34882.0,Cloudy,0,26769.0
30470,Political,Debate,Bengaluru,36392,2022-01-26,Summer,3644.0,14911.0,Sunny,1,12876.0
38971,Traditional Events,Vinayaka Chavithi,Mumbai,26699,2024-01-01,Winter,2057.0,11262.0,Cloudy,1,8933.0
27023,Political,Debate,Chennai,24455,2022-08-25,Winter,4343.0,21028.0,Windy,0,19039.0
9924,Sports,Dussehra,Hyderabad,30842,2023-12-21,Summer,3541.0,9390.0,Sunny,0,5972.0
14794,Prerelease,WebSeries,,23547,2022-04-02,Rainy,3519.0,13199.0,Cloudy,1,9590.0
10145,Sports,Tennis,,16036,2023-04-04,Summer,2879.0,11677.0,Sunny,2,
49684,Fashion Show,Women,Bengaluru,22598,2023-09-20,Rainy,1580.0,21156.0,Sunny,2,18586.0
22028,Prerelease,Movie,Hyderabad,57322,2024-05-23,Rainy,3258.0,29799.0,Sunny,0,24618.0
13236,Prerelease,Movie,,34803,2022-09-30,Summer,1991.0,27456.0,Sunny,0,22332.0
42639,Concert,Classical,Mumbai,28343,2022-10-09,Summer,1833.0,24073.0,Cloudy,0,21883.0
23642,Political,Dussehra,,34499,2022-11-23,Summer,2300.0,26923.0,Stormy,3,26606.0
31385,Political,Rally,Delhi,24220,2024-07-12,Autumn,2799.0,19461.0,Sunny,3,14369.0
25876,Political,Rally,Vijayawada,56024,2023-01-06,Summer,3691.0,51553.0,Rainy,2,41768.0
44720,Concert,Classical,Mumbai,49596,2022-12-30,Summer,981.0,37366.0,Sunny,1,37783.0
32203,Traditional Events,Vinayaka Chavithi,Bengaluru,36858,2024-11-27,Summer,1819.0,29024.0,Sunny,0,22762.0
32023,Traditional Events,Vinayaka Chavithi,Chennai,52385,2022-01-17,Summer,1983.0,29001.0,Cloudy,2,30433.0
14968,Prerelease,WebSeries,,50626,2024-03-12,Autumn,2170.0,15509.0,Sunny,0,11401.0
35006,Traditional Events,Vinayaka Chavithi,Mumbai,13015,2024-04-12,Autumn,3912.0,6654.0,Windy,0,
3673,Sports,Football,Mumbai,24638,2022-12-14,Summer,1877.0,15837.0,Rainy,2,13538.0
26197,Political,Rally,Delhi,41129,2022-11-24,Summer,2191.0,16451.0,Cloudy,2,13879.0
20777,Prerelease,WebSeries,Mumbai,14163,2022-03-01,Summer,2033.0,11091.0,Windy,3,7447.0
40505,Concert,Classical,Hyderabad,10513,2024-06-25,Winter,3113.0,8366.0,Rainy,2,7092.0
4883,Sports,Badminton,Mumbai,49493,2022-04-06,Winter,3854.0,42557.0,Windy,2,45621.0
24617,Political,Rally,Hyderabad,65940,2022-02-19,Rainy,2361.0,38477.0,Sunny,0,
638,Sports,Basketball,Delhi,22477,2022-06-22,Summer,3003.0,8122.0,Sunny,1,6617.0
12705,Prerelease,WebSeries,Delhi,21457,2023-10-27,Winter,1611.0,13544.0,Sunny,0,14750.0
29405,Political,Debate,Delhi,28574,2022-08-02,Rainy,1921.0,25359.0,Rainy,0,24361.0
20607,Prerelease,Movie,Hyderabad,28485,2022-04-02,Winter,2572.0,20553.0,Rainy,0,19720.0
30133,Political,Rally,Bengaluru,16439,2022-08-18,Winter,1535.0,5232.0,Stormy,6,5613.0
8737,Sports,Cricket,Hyderabad,25171,2023-08-14,Winter,1953.0,21545.0,Rainy,0,21232.0
16956,Prerelease,Movie,Hyderabad,28579,2023-06-07,Winter,1950.0,12830.0,Cloudy,1,12462.0
20123,Prerelease,Movie,Bengaluru,39034,2022-07-04,Winter,2377.0,33889.0,Sunny,0,27157.0
44516,Concert,Rock,Chennai,39743,2023-12-15,Autumn,2057.0,,Cloudy,0,10793.0
44408,Concert,Rock,,37312,2022-01-18,Summer,1296.0,31696.0,Sunny,2,25146.0
1259,Sports,WebSeries,Mumbai,26774,2024-02-06,Summer,2787.0,9114.0,Windy,1,8715.0
47466,Fashion Show,Men,Chennai,25603,2024-11-28,Summer,,,Rainy,2,15356.0
16241,Prerelease,Classical,Delhi,19250,2024-11-23,Rainy,4253.0,11058.0,Rainy,2,8073.0
22900,Political,Debate,Bengaluru,7884,2022-12-25,Summer,2591.0,2649.0,Cloudy,1,2701.0
18375,Prerelease,WebSeries,Chennai,47558,2023-09-10,Rainy,2877.0,44257.0,Cloudy,5,47036.0
48152,Fashion Show,Women,Chennai,31338,2022-11-07,Winter,1911.0,29606.0,Rainy,1,22460.0
5064,Sports,Tennis,Mumbai,30336,2023-12-15,Summer,3930.0,28767.0,Cloudy,2,24330.0
25159,Political,Rally,Chennai,37385,2023-04-24,Rainy,1950.0,,Sunny,0,27891.0
27277,Political,Debate,Mumbai,28159,2022-03-26,Summer,1516.0,24484.0,Sunny,2,20515.0
44472,Concert,Rock,Bengaluru,38819,2023-10-13,Summer,2489.0,29536.0,Sunny,0,29594.0
8466,Sports,Badminton,,43626,2024-06-27,Winter,2271.0,19302.0,Sunny,3,21062.0
41162,Concert,Rock,Hyderabad,33278,2024-07-25,Autumn,3648.0,17252.0,Rainy,2,13587.0
40828,Concert,Rock,Hyderabad,32837,2023-04-03,Rainy,855.0,25941.0,Rainy,1,29699.0
5901,Sports,Basketball,Bengaluru,35965,2024-02-26,Rainy,4216.0,15046.0,Windy,0,12434.0
11777,Sports,Badminton,Mumbai,24041,2023-04-20,Winter,3132.0,9127.0,Sunny,3,7255.0
7563,Sports,Tennis,Vijayawada,14161,2024-09-16,Rainy,3512.0,5036.0,Cloudy,4,4158.0
46363,Fashion Show,Men,Hyderabad,27887,2023-11-11,Summer,3060.0,23384.0,Windy,1,25372.0
26203,Political,Rally,Delhi,21643,2022-10-27,Autumn,1557.0,15307.0,Sunny,3,13237.0
40887,Concert,Rock,Delhi,37815,2024-10-22,Winter,3550.0,17119.0,Cloudy,0,14036.0
47742,Fashion Show,Women,Bengaluru,30828,2024-03-31,Winter,2775.0,14833.0,Sunny,0,12016.0
48096,Fashion Show,Men,Hyderabad,53860,2024-01-31,Winter,3498.0,17028.0,Stormy,0,11915.0
42341,Concert,Classical,Mumbai,13808,2024-07-03,Rainy,1388.0,8053.0,Sunny,3,5889.0
2041,Sports,Tennis,Delhi,32080,2024-10-08,Summer,1530.0,17055.0,Sunny,2,18093.0
26768,Political,Debate,Chennai,14188,2024-01-28,Rainy,2641.0,6267.0,Sunny,0,5918.0
3172,Sports,Cricket,Hyderabad,33258,2022-08-01,Rainy,1492.0,14297.0,Sunny,2,14814.0
48983,Fashion Show,Classical,Delhi,59782,2024-03-17,Rainy,3135.0,30955.0,Sunny,3,24599.0
25408,Political,Debate,Delhi,42693,2022-10-03,Summer,2253.0,38550.0,Cloudy,4,33834.0
45301,Fashion Show,Women,,25946,2022-02-02,Rainy,2857.0,23982.0,Cloudy,2,23889.0
31784,Traditional Events,Vinayaka Chavithi,Delhi,15834,2024-12-12,Rainy,2259.0,5007.0,Stormy,1,4255.0
42827,Concert,Rock,Vijayawada,35569,2022-10-07,Summer,2550.0,16933.0,Cloudy,2,18032.0
33229,Traditional Events,Vinayaka Chavithi,Chennai,27148,2024-05-13,Winter,1540.0,24190.0,Cloudy,0,24086.0
41276,Concert,Rock,Delhi,55100,2023-10-07,Summer,2530.0,25373.0,Rainy,8,26742.0
13993,Prerelease,Movie,Hyderabad,19212,2023-01-12,Summer,1447.0,9819.0,Cloudy,3,8309.0
25382,Political,Rally,Hyderabad,66505,2022-06-16,Autumn,4386.0,46883.0,Sunny,0,44827.0
37563,Traditional Events,Dussehra,,31492,2024-01-15,Summer,2431.0,13343.0,Cloudy,0,12034.0
26535,Political,Rally,Hyderabad,42412,2024-12-11,Summer,3207.0,29825.0,Cloudy,2,26958.0
34607,Traditional Events,Dussehra,Delhi,49334,2023-10-09,Rainy,3735.0,19123.0,Rainy,0,14591.0
37543,Traditional Events,Vinayaka Chavithi,Bengaluru,43451,2024-03-17,Summer,3326.0,31052.0,Rainy,0,29335.0
5847,Sports,Cricket,Mumbai,10798,2023-10-25,Summer,1702.0,4955.0,Sunny,2,3232.0
31354,Political,Rally,Delhi,17709,2022-12-21,Summer,2502.0,15644.0,Rainy,3,13754.0
44987,Concert,WebSeries,Bengaluru,26333,2022-12-05,Summer,3688.0,20081.0,Sunny,1,19920.0
40963,Concert,Debate,Mumbai,30554,2022-05-18,Rainy,3589.0,23431.0,Sunny,2,25068.0
10911,Sports,Badminton,Mumbai,26824,2022-04-06,Summer,4363.0,23535.0,Sunny,1,19518.0
15644,Prerelease,Movie,Delhi,39920,2022-12-12,Summer,1757.0,17110.0,Windy,0,14887.0
9836,Sports,Tennis,Mumbai,56874,2022-09-25,Summer,3378.0,53102.0,Cloudy,4,47085.0
38436,Traditional Events,Dussehra,Hyderabad,38844,2024-11-17,Winter,3892.0,25223.0,Sunny,1,25648.0
34288,Traditional Events,Vinayaka Chavithi,Mumbai,18877,2023-01-08,Winter,3953.0,10748.0,Windy,2,10748.0
3888,Sports,Football,Hyderabad,41214,2023-03-24,Summer,3707.0,32400.0,Sunny,1,29338.0
1461,Sports,Basketball,Mumbai,6362,2023-06-06,Winter,2274.0,2681.0,Cloudy,4,1320.0
5088,Sports,Tennis,Delhi,28389,2024-03-11,Autumn,3813.0,16323.0,Sunny,1,14064.0
41263,Concert,Movie,,7195,2022-12-14,Summer,3985.0,6528.0,Cloudy,3,4106.0
32506,Traditional Events,Dussehra,Mumbai,23813,2023-07-27,Summer,3191.0,15638.0,Sunny,3,11471.0
6653,Sports,Football,Vijayawada,39980,2022-11-13,Winter,3090.0,22785.0,Sunny,2,24076.0
43216,Concert,Classical,Hyderabad,27222,2023-01-15,Rainy,2539.0,24212.0,Cloudy,2,25574.0
44704,Concert,Rock,Bengaluru,27531,2024-07-14,Winter,1832.0,21038.0,Cloudy,1,19495.0
14754,Prerelease,WebSeries,Chennai,39625,2022-01-04,Winter,823.0,28057.0,Stormy,3,31359.0
46896,Fashion Show,Men,Mumbai,46764,2022-01-03,Rainy,4046.0,15015.0,Sunny,0,14196.0
21142,Prerelease,Movie,Hyderabad,40277,2022-03-13,Summer,4479.0,36347.0,Sunny,1,29953.0
29424,Political,Rally,,26184,2023-09-09,Summer,2073.0,14950.0,Rainy,1,13901.0
1695,Sports,Basketball,Vijayawada,16593,2024-09-24,Winter,2229.0,5286.0,Sunny,1,5306.0
14960,Prerelease,Movie,Hyderabad,13412,2022-12-04,Summer,3942.0,5581.0,Sunny,1,3943.0
49128,Fashion Show,Women,Mumbai,27774,2023-05-08,Summer,1224.0,22309.0,Sunny,0,18604.0
26837,Political,Rally,Delhi,14919,2022-05-17,Winter,1498.0,6421.0,Windy,2,6893.0
17333,Prerelease,WebSeries,Vijayawada,45189,2024-02-16,Winter,4082.0,32425.0,Sunny,0,25988.0
25214,Political,Rally,Vijayawada,22818,2022-05-15,Summer,1240.0,15451.0,Rainy,0,13923.0
6545,Sports,Basketball,Chennai,58839,2024-10-26,Rainy,3258.0,49406.0,Sunny,0,46627.0
33803,Traditional Events,Debate,Bengaluru,25588,2024-12-03,Rainy,2546.0,13987.0,Sunny,0,11471.0
4006,Sports,Cricket,Mumbai,30381,2024-06-21,Summer,2244.0,10023.0,Windy,1,
46775,Fashion Show,Men,Mumbai,32120,2022-08-20,Winter,3108.0,28617.0,Sunny,1,27198.0
49279,Fashion Show,Men,Hyderabad,55542,2024-10-15,Summer,3248.0,32628.0,Sunny,2,23877.0
34603,Traditional Events,Dussehra,Hyderabad,19740,2022-11-12,Winter,1620.0,7736.0,Sunny,2,8228.0
2676,Sports,Tennis,Hyderabad,38451,2023-10-18,Winter,1977.0,29626.0,Rainy,2,24766.0
7936,Sports,Movie,Vijayawada,37060,2023-04-21,Summer,3240.0,13775.0,Sunny,4,12928.0
15095,Prerelease,WebSeries,Hyderabad,63908,2024-06-29,Summer,3588.0,44140.0,Sunny,4,39767.0
16557,Prerelease,Movie,Delhi,26347,2022-12-19,Rainy,1832.0,20862.0,Rainy,0,17863.0
45036,Fashion Show,Men,Hyderabad,42433,2023-12-28,Rainy,3392.0,31931.0,Sunny,1,28045.0
7771,Sports,Tennis,Vijayawada,27562,2023-03-30,Winter,2050.0,12168.0,Sunny,0,9689.0
18622,Prerelease,WebSeries,Hyderabad,28155,2024-07-11,Autumn,1807.0,17102.0,Windy,0,13624.0
34245,Traditional Events,Dussehra,Mumbai,35701,2024-07-31,Autumn,2556.0,16432.0,Stormy,3,12541.0
41731,Concert,Rock,Hyderabad,17560,2023-03-02,Summer,2063.0,10692.0,Sunny,2,9765.0
37427,Traditional Events,Dussehra,Mumbai,15236,2022-03-25,Winter,3734.0,,Stormy,3,5315.0
22952,Political,Rally,Chennai,12287,2022-01-13,Winter,2366.0,7632.0,Sunny,0,5850.0
43450,Concert,Debate,Bengaluru,50225,2022-12-06,Summer,2267.0,31487.0,Rainy,4,27849.0
21760,Prerelease,WebSeries,,13343,2024-08-18,Summer,4017.0,11137.0,Rainy,0,10101.0
7833,Sports,Badminton,Hyderabad,38257,2022-05-09,Rainy,4545.0,35236.0,Sunny,1,35520.0
4354,Sports,Tennis,Mumbai,44914,2024-08-23,Autumn,4434.0,19200.0,Sunny,5,17254.0
4931,Sports,Football,Delhi,32656,2024-06-12,Winter,1615.0,14384.0,Sunny,1,14907.0
8424,Sports,Football,Mumbai,11625,2022-01-15,Rainy,1758.0,6306.0,Sunny,0,6155.0
5722,Sports,Football,Mumbai,13457,2024-03-19,Rainy,2256.0,11390.0,Cloudy,1,12732.0
18812,Prerelease,Movie,Delhi,38037,2024-01-14,Rainy,2507.0,27027.0,Sunny,1,29277.0
47398,Fashion Show,Women,Mumbai,27810,2024-11-10,Summer,2593.0,15533.0,Rainy,2,16406.0
38822,Traditional Events,WebSeries,Delhi,15483,2024-04-16,Winter,2386.0,13200.0,Sunny,1,13100.0
26840,Political,Debate,Vijayawada,17969,2023-10-20,Winter,3360.0,6404.0,Cloudy,1,5056.0
41905,Concert,Classical,Mumbai,51021,2022-04-21,Rainy,3327.0,41567.0,Rainy,1,41701.0
15922,Prerelease,WebSeries,Delhi,10182,2024-01-20,Rainy,3210.0,8202.0,Cloudy,1,5969.0
27323,Political,Rally,Chennai,40305,2024-12-15,Rainy,3271.0,33573.0,Rainy,0,34789.0
49359,Fashion Show,Debate,Delhi,43011,2022-07-31,Rainy,3872.0,31430.0,Cloudy,0,22470.0
29100,Political,Debate,Delhi,42775,2024-04-30,Winter,1912.0,26056.0,Windy,1,24005.0
14313,Prerelease,WebSeries,Chennai,11207,2022-05-24,Rainy,3394.0,7623.0,Stormy,1,6480.0
17967,Prerelease,Movie,Delhi,61366,2024-10-09,Rainy,1782.0,55654.0,Windy,3,56948.0
5010,Sports,Basketball,Hyderabad,47491,2024-03-12,Winter,4792.0,20232.0,Sunny,1,21681.0
11968,Sports,Basketball,Bengaluru,46673,2023-03-26,Rainy,3510.0,41426.0,Cloudy,0,41890.0
33129,Traditional Events,Dussehra,Hyderabad,19945,2024-08-09,Rainy,3541.0,18797.0,Rainy,0,15451.0
45844,Fashion Show,Women,Hyderabad,27911,2022-05-04,Winter,1286.0,,Rainy,0,
12171,Sports,Cricket,Delhi,24746,2023-12-11,Summer,3340.0,12026.0,Sunny,0,8825.0
24791,Political,Debate,Mumbai,24388,2022-10-13,Rainy,2637.0,15181.0,Sunny,1,12905.0
14851,Prerelease,WebSeries,Hyderabad,28647,2024-07-18,Rainy,2564.0,24992.0,Cloudy,5,21906.0
24993,Political,Debate,Mumbai,36484,2022-01-14,Winter,781.0,33216.0,Cloudy,3,30471.0
5840,Sports,Tennis,Delhi,52840,2023-05-06,Autumn,1242.0,30717.0,Rainy,4,34726.0
45916,Fashion Show,Men,,22010,2023-05-12,Winter,3369.0,8326.0,Sunny,1,6387.0
45496,Fashion Show,Men,Delhi,22867,2024-05-19,Summer,3960.0,7402.0,Rainy,0,
48642,Fashion Show,Men,Vijayawada,59222,2022-03-24,Rainy,1529.0,17959.0,Cloudy,1,20012.0
22553,Political,Rally,Delhi,27219,2024-07-31,Winter,2174.0,8425.0,Sunny,0,6301.0
6491,Sports,Cricket,Hyderabad,39288,2022-05-19,Summer,2570.0,29336.0,Cloudy,1,22151.0
15294,Prerelease,WebSeries,Delhi,45786,2023-09-03,Rainy,2579.0,39700.0,Sunny,0,34369.0
2417,Sports,Tennis,Delhi,26288,2024-02-28,Winter,3637.0,8485.0,Sunny,1,5565.0
33278,Traditional Events,Vinayaka Chavithi,Bengaluru,55010,2024-08-11,Summer,2249.0,46502.0,Cloudy,0,37693.0
47284,Fashion Show,Women,Vijayawada,39563,2023-03-19,Summer,3953.0,28435.0,Sunny,1,23622.0
35024,Traditional Events,Vinayaka Chavithi,Hyderabad,50050,2024-05-14,Winter,4665.0,45008.0,Cloudy,1,33342.0
27726,Political,Debate,Bengaluru,18542,2024-01-02,Summer,3264.0,10379.0,Cloudy,1,8785.0
26836,Political,Rally,,10570,2023-02-03,Autumn,3414.0,5371.0,Cloudy,2,4975.0
21962,Prerelease,Movie,Chennai,19113,2022-10-25,Rainy,3123.0,6749.0,Cloudy,3,4819.0
18697,Prerelease,Movie,Hyderabad,26449,2023-01-05,Rainy,2306.0,16252.0,Rainy,1,14231.0
4518,Sports,Football,Vijayawada,23683,2024-02-25,Rainy,1635.0,17121.0,Sunny,1,16274.0
20753,Prerelease,WebSeries,Vijayawada,45484,2023-09-07,Winter,1236.0,14663.0,Cloudy,3,14791.0
23532,Political,Rally,Mumbai,31031,2022-02-09,Summer,2008.0,15946.0,Cloudy,3,12688.0
42697,Concert,Classical,Mumbai,19921,2024-03-29,Summer,2541.0,11225.0,Sunny,0,8217.0
44134,Concert,Classical,Bengaluru,21996,2023-08-08,Summer,3189.0,13938.0,Sunny,2,10115.0
36531,Traditional Events,Dussehra,Chennai,56832,2022-08-08,Summer,904.0,22823.0,Sunny,1,20531.0
18437,Prerelease,WebSeries,Delhi,35750,2022-09-03,Autumn,4375.0,11722.0,Cloudy,4,7958.0
21512,Prerelease,Movie,Hyderabad,30404,2024-01-15,Autumn,2795.0,25190.0,Rainy,1,19517.0
43442,Concert,Rock,Hyderabad,38332,2024-08-22,Winter,3618.0,25917.0,Cloudy,3,27269.0
1439,Sports,Badminton,,42659,2022-05-08,Winter,1512.0,38311.0,Sunny,1,34377.0
24220,Political,Rally,Hyderabad,35249,2022-01-09,Summer,2876.0,,Cloudy,0,17684.0
46931,Fashion Show,Men,Hyderabad,23592,2023-08-28,Rainy,1549.0,15329.0,Cloudy,0,12426.0
15916,Prerelease,WebSeries,Delhi,20141,2024-02-18,Rainy,1986.0,12014.0,Stormy,0,12392.0
15091,Prerelease,WebSeries,Hyderabad,21136,2022-08-14,Summer,1964.0,15236.0,Stormy,0,11185.0
36595,Traditional Events,Vinayaka Chavithi,Hyderabad,61965,2023-02-05,Summer,668.0,46026.0,Rainy,0,41653.0
39277,Concert,Classical,Mumbai,43085,2022-11-24,Summer,2362.0,25653.0,Rainy,2,28111.0
25814,Political,Rally,Hyderabad,24038,2024-08-21,Summer,4085.0,11443.0,Sunny,4,7145.0
8104,Sports,Football,Delhi,30560,2022-04-01,Rainy,3366.0,22086.0,Windy,1,24415.0
30336,Political,Debate,Mumbai,34383,2023-09-16,Winter,3260.0,22116.0,Stormy,1,21332.0
21227,Prerelease,WebSeries,Bengaluru,36404,2022-02-10,Summer,2541.0,26515.0,Rainy,1,24154.0
